Date,AGG,DBC,SPY,AGG,DBC,SPY
,Return(M),Return(M),Return(M),STD,STD,STD
2013/6/30,-0.015653809,-0.028229026,-0.013344754,0.003366414,0.00883647,0.010930248
2013/7/31,0.002691212,0.031834484,0.051676894,0.00337733,0.004403283,0.004432054
2013/8/31,-0.008263658,0.028152738,-0.029992346,0.002666284,0.006222478,0.006548089
2013/9/30,0.011206417,-0.033758453,0.031646538,0.002985013,0.00806541,0.005372071
2013/10/31,0.008325796,-0.000388308,0.046306389,0.001572081,0.006536328,0.007796316
2013/11/30,-0.00250637,-0.009320303,0.029638196,0.002261797,0.005549475,0.005568518
2013/12/31,-0.005567635,0.005880164,0.025926186,0.001604945,0.004092968,0.006128135
2014/1/31,0.015408999,-0.030397646,-0.035248397,0.001915905,0.005158155,0.007941241
2014/2/28,0.003763944,0.050241103,0.045516139,0.001729244,0.005140524,0.00783247
2014/3/31,-0.001479996,-0.000382643,0.008295155,0.00206421,0.006332657,0.006346631
2014/4/30,0.00821654,0.01110264,0.006951802,0.001413225,0.005513651,0.008193014
2014/5/31,0.011790558,-0.014388493,0.023206233,0.00116943,0.004049335,0.005073919
2014/6/30,-0.000575086,0.021129466,0.020645231,0.001601072,0.004703686,0.003553262
2014/7/31,-0.002509406,-0.047404116,-0.013437852,0.001762103,0.004278341,0.006500947
2014/8/31,0.011496757,-0.011453348,0.039463471,0.001404336,0.005028015,0.00487398
2014/9/30,-0.006148709,-0.072313193,-0.01379647,0.001285731,0.006489858,0.005858005
2014/10/31,0.010640764,-0.038759799,0.023551318,0.002075781,0.008525108,0.011371946
2014/11/30,0.006569927,-0.085125383,0.027472236,0.001672489,0.012807715,0.002698319
2014/12/31,0.00147649,-0.096474078,-0.00253716,0.002329678,0.01094853,0.009724195
2015/1/31,0.020522855,-0.056910576,-0.029629114,0.002216178,0.011756824,0.010607533
2015/2/28,-0.008947537,0.044252926,0.056204538,0.002597653,0.012566661,0.005920821
2015/3/31,0.003747076,-0.06053935,-0.015705507,0.003079354,0.012229661,0.0089046
2015/4/30,-0.00322791,0.071470478,0.009833604,0.001723345,0.00922435,0.005365944
2015/5/31,-0.00437412,-0.03171142,0.012856372,0.002781528,0.010120669,0.006750981
2015/6/30,-0.010766975,0.016374861,-0.020311945,0.003027135,0.00894876,0.007004753
2015/7/31,0.00862171,-0.126111068,0.022589317,0.002209769,0.0099882,0.007338081
2015/8/31,-0.003358202,-0.002542865,-0.060950227,0.002082988,0.015400493,0.016865664
2015/9/30,0.008113875,-0.034416786,-0.02551606,0.002339778,0.012066477,0.014178999
2015/10/31,0.000686226,0.003300251,0.085060186,0.002253506,0.009494729,0.007935113
2015/11/30,-0.00389098,-0.066447354,0.003654612,0.001511711,0.009785839,0.007629521
2015/12/31,-0.001917241,-0.058491766,-0.017282517,0.002521972,0.011323334,0.011463713
2016/1/31,0.012406618,-0.043413312,-0.049786355,0.001615313,0.015012556,0.01512632
2016/2/29,0.008870531,-0.002347396,-0.00082589,0.001836867,0.014152174,0.011864874
2016/3/31,0.008746676,0.042352978,0.067265621,0.001885722,0.010382752,0.007098752
2016/4/30,0.002549558,0.097065465,0.003941158,0.001503796,0.011542853,0.006446154
2016/5/31,0.000135605,0.008916291,0.017011709,0.001475891,0.011555604,0.006937079
2016/6/30,0.01935113,0.04350791,0.003476016,0.002113452,0.011580466,0.011697494
2016/7/31,0.005445156,-0.069706924,0.036471242,0.001939384,0.011776031,0.004701784
2016/8/31,-0.002154719,0.007703035,0.00119753,0.001897668,0.010341634,0.003452845
2016/9/30,0.000516187,0.043085636,5.80E-05,0.00180151,0.010391978,0.00894095
2016/10/31,-0.008171118,-0.003331178,-0.017337172,0.001404465,0.006504628,0.004242482
2016/11/30,-0.025654803,0.016711269,0.036838713,0.002960527,0.013392381,0.006635766
2016/12/31,0.002540664,0.041420019,0.02027132,0.002280375,0.006858952,0.005044417
2017/1/31,0.002128651,-0.005681766,0.01789496,0.002273542,0.008062683,0.004174508
2017/2/28,0.006458675,-0.001904814,0.039291253,0.00186456,0.005602763,0.002879529
2017/3/31,-0.000552256,-0.032442657,0.001250162,0.002302014,0.007504881,0.005271874
2017/4/30,0.009069586,-0.02695601,0.0099263,0.002009786,0.006377833,0.004754342
2017/5/31,0.006870786,-0.014189205,0.014112884,0.001774905,0.010825776,0.00483643
2017/6/30,-0.000182143,-0.00959555,0.006374908,0.001563767,0.009021697,0.004685425
2017/7/31,0.003339787,0.040830321,0.020553862,0.001642611,0.00803252,0.003515562
2017/8/31,0.009413189,0.00398947,0.002918012,0.001265917,0.009516486,0.005890123
2017/9/30,-0.005715935,0.019867437,0.020149447,0.001720941,0.006386984,0.003403851
2017/10/31,0.000978707,0.039610498,0.023563942,0.001471371,0.006276027,0.003159639
2017/11/30,-0.001482869,0.009369057,0.030565946,0.001406133,0.007692589,0.004078026
2017/12/31,0.004751633,0.027846683,0.012127886,0.001586743,0.007257065,0.00347107
2018/1/31,-0.011250377,0.0295002,0.056358972,0.001391651,0.004877759,0.005455801
2018/2/28,-0.010087668,-0.029239644,-0.036360122,0.002290429,0.009296673,0.017468718
2018/3/31,0.00671165,0.022891373,-0.027410591,0.001366586,0.006939515,0.012693676
2018/4/30,-0.009410926,0.034157883,0.005168327,0.001446453,0.007825243,0.010767363
2018/5/31,0.006618549,0.02676546,0.024309218,0.002282676,0.006684906,0.006535656
2018/6/30,0.001026583,-0.019412172,0.00575062,0.001426511,0.009873732,0.005366845
2018/7/31,-0.000292368,-0.02432133,0.037046341,0.001334376,0.011466918,0.005305525
2018/8/31,0.005680347,0.007536268,0.031919956,0.001189715,0.008221985,0.004386081
2018/9/30,-0.00619746,0.033947151,0.005945796,0.001533268,0.006859238,0.003526687
2018/10/31,-0.006440473,-0.05620477,-0.06910423,0.001782995,0.010317662,0.013910269
2018/11/30,0.007715578,-0.098467051,0.018548778,0.001230293,0.01134602,0.011834602
2018/12/31,0.019811978,-0.040012516,-0.088048268,0.001468531,0.012654321,0.01886534
2019/1/31,0.009109041,0.071083554,0.080065424,0.001730387,0.008091525,0.011487581
2019/2/28,-0.001138483,0.028350419,0.032415744,0.001542679,0.007123122,0.005115353
2019/3/31,0.021226079,-0.003759355,0.018100643,0.00169486,0.005237844,0.007414378
2019/4/30,-0.00200343,0.011949661,0.040852555,0.001705857,0.004771907,0.003893165
2019/5/31,0.019108087,-0.059664439,-0.063771318,0.001501114,0.010486272,0.009212449
2019/6/30,0.010986047,0.039656357,0.069586992,0.001879869,0.009913688,0.006703083
2019/7/31,0.001818056,-0.011443039,0.015118929,0.001706699,0.008232166,0.005349299
2019/8/31,0.027827935,-0.04630234,-0.016743129,0.002694183,0.010788942,0.014516117
2019/9/30,-0.006120996,0.014160469,0.019457877,0.002914756,0.013436257,0.0054443
2019/10/31,0.002081003,0.019282005,0.022104429,0.002229065,0.005560193,0.008110545
2019/11/30,-0.000345595,-0.00130464,0.036198425,0.001997158,0.008829657,0.003564527
2019/12/31,-0.000467648,0.058491568,0.029055493,0.002106141,0.004974645,0.004723783
2020/1/31,0.02029053,-0.08589343,-0.000403948,0.001524271,0.00762101,0.007666375
2020/2/29,0.015846834,-0.06652947,-0.079165532,0.00228876,0.011164015,0.015716652
2020/3/31,-0.005268397,-0.173401877,-0.124871523,0.016983376,0.027547936,0.05647666
2020/4/30,0.017190912,-0.031111128,0.126983638,0.003700776,0.018131567,0.025451797
2020/5/31,0.006725685,0.080733934,0.047645348,0.00209051,0.014629093,0.014115319
2020/6/30,0.006590662,0.044991575,0.017734466,0.001677449,0.012448129,0.018106925
2020/7/31,0.013332002,0.051177758,0.058892139,0.000851414,0.00775637,0.008219596
2020/8/31,-0.008235795,0.046367917,0.069796687,0.001852023,0.008081298,0.005157596
2020/9/30,-0.000973574,-0.03545047,-0.037443741,0.001516948,0.011732459,0.015407651
2020/10/31,-0.00558277,-0.031393678,-0.024933674,0.001521806,0.011255581,0.012822662
2020/11/30,0.012067547,0.101976315,0.108777057,0.002344181,0.008432799,0.010238234
2020/12/31,0.000857607,0.054519413,0.037048477,0.001357904,0.006502757,0.005438699
2021/1/31,-0.007446063,0.033333353,-0.010190626,0.001779125,0.010532272,0.010519848
2021/2/28,-0.015181224,0.101382405,0.027805535,0.003329509,0.01032388,0.00904171
2021/3/31,-0.011463093,-0.007172639,0.045399256,0.002301523,0.017674202,0.0102859
2021/4/30,0.007319897,0.07826611,0.052910476,0.001984806,0.008248157,0.006611876
2021/5/31,0.002038341,0.038525933,0.00656615,0.001732238,0.011873966,0.008844562
2021/6/30,0.008279239,0.034946126,0.022427228,0.002058358,0.009324515,0.005409507
2021/7/31,0.011165816,0.01298699,0.024412751,0.002268863,0.014379031,0.00715245
2021/8/31,-0.002003814,-0.016410128,0.029759711,0.00181483,0.014547969,0.005223742
2021/9/30,-0.009172395,0.052137546,-0.046605407,0.002076177,0.009211687,0.008040593
2021/10/31,-8.68E-05,0.057978249,0.070163649,0.002149756,0.009929276,0.006851191
2021/11/30,0.00270813,-0.087587789,-0.00803498,0.003287208,0.017228497,0.008066481
2021/12/31,-0.003587389,0.066735119,0.046247842,0.001907393,0.01030355,0.010667404
2022/1/31,-0.019985878,0.078922011,-0.052741159,0.003138173,0.007011421,0.011764377
2022/2/28,-0.011456503,0.064674449,-0.029517215,0.004175503,0.009214142,0.014135606
2022/3/31,-0.028122045,0.09174691,0.037590479,0.005144162,0.030354286,0.014707994
2022/4/30,-0.038058288,0.056408321,-0.087769123,0.004494385,0.013798704,0.015709217
2022/5/31,0.007605728,0.046131397,0.002257317,0.004769811,0.016809222,0.019696891
2022/6/30,-0.015530077,-0.075000017,-0.082460459,0.006144112,0.014934173,0.018703987
2022/7/31,0.025380393,-0.019894885,0.092087434,0.004532881,0.023831688,0.012077249
2022/8/31,-0.030422632,-0.014936792,-0.040801915,0.004831494,0.013598103,0.012160443
2022/9/30,-0.041450341,-0.070373177,-0.092445903,0.006191826,0.016752015,0.01506535
2022/10/31,-0.01278453,0.050606456,0.08127558,0.004897076,0.012662384,0.017570781
2022/11/30,0.038084348,0.014729295,0.055591654,0.005924732,0.015087057,0.0175815
2022/12/31,-0.008704717,-0.027115175,-0.057628289,0.005150348,0.011827344,0.011340129
2023/1/31,0.033302455,0.008924958,0.06288732,0.004787179,0.011524887,0.010452654
2023/2/28,-0.026656922,-0.044632125,-0.025142637,0.004526741,0.010595647,0.009806439
2023/3/31,0.026412538,-0.000841744,0.037077715,0.005838004,0.011040781,0.011430208
2023/4/30,0.005755174,-0.007582163,0.015974998,0.003921367,0.008380856,0.007591329
2023/5/31,-0.011443258,-0.064091667,0.004616154,0.004675048,0.012238607,0.008056336
2023/6/30,-0.003681896,0.029478491,0.064799751,0.003902182,0.011251903,0.006619814
2023/7/31,-0.000153634,0.087224659,0.032733217,0.004283538,0.006955018,0.005029803
2023/8/31,-0.006313221,-0.003646731,-0.016251845,0.004320509,0.006079171,0.007751654
2023/9/30,-0.025895926,0.015046809,-0.047434539,0.003285651,0.005365525,0.006875627
2023/10/31,-0.015706598,-0.01802886,-0.021708571,0.005573502,0.012075578,0.008806506
2023/11/30,0.045929139,-0.024479766,0.09134375,0.005388405,0.011444347,0.007061701
2023/12/31,0.036976659,-0.032912892,0.045655365,0.00465682,0.009823049,0.005971497
2024/1/31,-0.001511378,0.013157915,0.015926405,0.003453581,0.007743911,0.007036241
2024/2/29,-0.014745941,-0.015226189,0.05218686,0.004423908,0.006934252,0.007645933
2024/3/31,0.009024904,0.0445657,0.032702102,0.002833306,0.006463618,0.00613162
2024/4/30,-0.024782278,0.016107959,-0.040319708,0.004026028,0.006225915,0.008301641
2024/5/31,0.016695667,-0.00299913,0.050579667,0.003164383,0.008657685,0.005983159
2024/6/30,0.008854852,-0.001718981,0.035280076,0.003878014,0.008448847,0.004026675
2024/7/31,0.024191533,-0.027980999,0.012109235,0.003140651,0.008445502,0.009042446
2024/8/31,0.014614652,-0.020814903,0.023365389,0.003774165,0.009957163,0.01203882
2024/9/30,0.010174494,0.007236578,0.021004765,0.00214766,0.010833884,0.008584061
2024/10/31,-0.025187437,0.014369082,-0.00892349,0.002809677,0.0130462,0.007003785
2024/11/30,0.011109913,-0.019920371,0.059633385,0.004002002,0.010307792,0.007489007
2024/12/31,-0.016933995,0.017227279,-0.024060113,0.002827206,0.006706853,0.009016573
2025/1/31,0.005159933,0.027595892,0.026856326,0.003129284,0.008781356,0.008783804
2025/2/28,0.022373848,0.00136553,-0.012694791,0.003378429,0.008381394,0.008271078
2025/3/31,-0.002182967,0.008636388,-0.062015704,0.002823954,0.004777005,0.013201567
